PH	OC	Mg	N	P	K	Zn	Fe	Cu	Mn	Sand	Silt	Clay	CaCO3	CEC	Fertility_Class
6.38	3.08	5.46	483	10.25	324	1.47	7.22	0.83	4.79	79.6	12.2	12.2	4.68	8.67	Very High
6.38	0.7	7.4	398	12.64	342	2	5.5	0.53	3.6	98.41	14.83	14.83	4.98	13.22	Very High
6.38	3.08	5.46	483	10.25	324	1.47	7.22	0.83	4.79	79.6	12.2	12.2	4.68	8.67	Very High
6.38	2.01	1.91	34	11.24	24	0.75	2.87	0.67	6	35.22	12.4	10.88	19.08	3.61	Low
6.38	1.22	2.48	76	19.5	77	0.64	3.26	0.59	4.52	66.36	4.99	5.47	4.1	7.62	Low
6.38	2.01	1.91	34	11.24	24	0.75	2.87	0.67	6	35.22	12.4	10.88	19.08	3.61	Low
6.38	1.22	2.48	76	19.5	77	0.64	3.26	0.59	4.52	66.36	4.99	5.47	4.1	7.62	Low
6.38	2.01	1.91	14	7.56	14	0.55	2.57	0.47	4.23	50.22	8.54	6.88	9.08	3.61	Very Low
6.38	1.22	1.48	26	15.5	17	0.64	1.26	0.59	3.52	56.36	4.09	4.47	4.1	4.62	Very Low
6.38	1.22	1.48	26	15.5	17	0.64	1.26	0.59	3.52	56.36	4.09	4.47	4.1	4.62	Very Low
6.38	3.24	1.77	279	24.36	343	0.49	3.74	0.62	4.4	90.72	3.99	13.51	8.02	4.24	Moderate
6.38	3.24	1.77	279	24.36	343	0.49	3.74	0.62	4.4	90.72	3.99	13.51	8.02	4.24	Moderate
6.38	3.24	1.77	279	24.36	343	0.49	3.74	0.62	4.4	90.72	3.99	13.51	8.02	4.24	Moderate
6.39	0.45	6.41	43	28.43	71	0.75	2.44	0.94	5.36	65.12	8.93	7.03	6.95	5.08	Low
6.39	2.64	3.63	17	21.05	11	1.12	2.53	0.46	1.39	64.88	11.43	8.46	4.64	3.24	Low
6.39	0.45	6.41	43	28.43	71	0.75	2.44	0.94	5.36	65.12	8.93	7.03	6.95	5.08	Low
6.39	2.64	3.63	17	21.05	11	1.12	2.53	0.46	1.39	64.88	11.43	8.46	4.64	3.24	Low
6.39	0.45	2.41	23	18.23	21	0.45	2.44	0.54	3.36	55.12	5.93	3.03	6.95	5.08	Very Low
6.39	2.64	0.63	13	11.05	11	1.12	2.53	0.46	1.39	64.88	11.43	8.46	4.64	3.24	Very Low
6.4	1.7	1.2	179	17.6	106	0.66	3.97	0.57	5.2	79.22	9.99	11.85	14.27	16.09	Moderate
6.4	1.7	1.2	179	17.6	106	0.66	3.97	0.57	5.2	79.22	9.99	11.85	14.27	16.09	Moderate
6.41	3.1	2.77	90	17.3	70	0.32	1.78	0.47	7.07	68.65	6.32	6.47	7.39	8.32	Low
6.41	2.62	3.87	94	15.2	91	0.36	4.49	0.55	6.15	63.85	3.19	6.24	4.24	7	Low
6.41	3.1	2.77	90	17.3	70	0.32	1.78	0.47	7.07	68.65	6.32	6.47	7.39	8.32	Low
6.41	2.62	3.87	94	15.2	91	0.36	4.49	0.55	6.15	63.85	3.19	6.24	4.24	7	Low
6.41	2.62	3.87	24	15.2	21	0.36	2.49	0.55	2.15	53.85	3.19	6.24	4.24	5.65	Very Low
6.41	3.1	2.77	25	27.3	25	0.32	1.78	0.47	2.07	48.65	3.32	6.47	4.39	8.32	Very Low
6.41	3.1	2.77	25	27.3	25	0.32	1.78	0.47	2.07	48.65	3.32	6.47	4.39	8.32	Very Low
6.41	2.62	3.87	24	15.2	21	0.36	2.49	0.55	2.15	53.85	3.19	6.24	4.24	5.65	Very Low
6.41	1.45	5.45	288	25.88	266	1.22	6.62	0.97	3.71	71.5	14.44	6.54	3.51	4.84	High
6.41	1.45	5.45	288	25.88	266	1.22	6.62	0.97	3.71	71.5	14.44	6.54	3.51	4.84	High
6.41	1.45	5.45	288	25.88	266	1.22	6.62	0.97	3.71	71.5	14.44	6.54	3.51	4.84	High
6.42	2.02	0.97	470	51.19	353	1.54	3.62	0.6	6.55	95.86	13.2	7.14	13.31	2.16	Very High
6.42	2.02	0.97	470	51.19	353	1.54	3.62	0.6	6.55	95.86	13.2	7.14	13.31	2.16	Very High
6.42	2.02	0.97	470	51.19	353	1.54	3.62	0.6	6.55	95.86	13.2	7.14	13.31	2.16	Very High
6.42	1.85	2.11	17	14.23	36	1.1	3.75	0.72	3.7	98.19	11.73	14.96	6.7	4.56	Low
6.42	1.85	2.11	17	14.23	36	1.1	3.75	0.72	3.7	98.19	11.73	14.96	6.7	4.56	Low
6.42	1.85	0.11	14	12.23	16	1.1	3.75	0.52	3.7	58.19	5.73	8.96	3.7	4.56	Very Low
6.43	2.16	6.78	296	55.02	170	1.82	6.55	0.23	4.64	72.13	11.97	11.97	3.25	15.05	Very High
6.43	2.16	6.78	296	55.02	170	1.82	6.55	0.23	4.64	72.13	11.97	11.97	3.25	15.05	Very High
6.43	2.07	3.84	35	15.62	92	0.31	2.86	0.93	2.91	76.48	5.13	5.5	2.5	10.2	Low
6.43	1.07	2.84	35	10.19	92	0.31	2.86	0.93	2.91	76.48	5.13	5.5	2.5	8.2	Low
6.43	2.07	3.84	35	15.62	92	0.31	2.86	0.93	2.91	76.48	5.13	5.5	2.5	10.2	Low
6.43	1.07	2.84	35	10.19	92	0.31	2.86	0.93	2.91	76.48	5.13	5.5	2.5	8.2	Low
6.43	2.07	3.84	35	15.62	92	0.31	2.86	0.93	2.91	76.48	5.13	5.5	2.5	10.2	Low
6.43	0.61	2.84	30	15.62	22	0.31	2.86	0.93	2.91	56.48	5.13	5.5	2.5	10.2	Very Low
6.43	0.42	1.84	20	10.19	22	0.31	2.86	0.93	2.91	76.48	5.13	5.5	2.5	8.2	Very Low
6.43	0.33	1.84	20	10.19	22	0.31	2.86	0.93	2.91	76.48	5.13	5.5	2.5	8.2	Very Low
6.43	0.25	2.84	30	15.62	22	0.31	2.86	0.93	2.91	56.48	5.13	5.5	2.5	10.2	Very Low
6.43	1.3	5.34	204	29.79	244	1.56	7.34	0.79	6.85	98.1	11.94	11.74	11.39	17.3	High
6.44	3.76	5.81	236	25.42	215	1.16	6.84	0.96	6.57	79.66	17.86	11.83	9.67	9.45	Very High
6.44	3.76	5.81	236	25.42	215	1.16	6.84	0.96	6.57	79.66	17.86	11.83	9.67	9.45	Very High
6.44	3.76	5.81	236	25.42	215	1.16	6.84	0.96	6.57	79.66	17.86	11.83	9.67	9.45	Very High
6.44	3.86	3.9	92	14.4	16	0.83	4.06	0.57	1.36	64.25	9.67	6.55	8.13	5.4	Low
6.44	3.86	3.9	92	14.4	16	0.83	4.06	0.57	1.36	64.25	9.67	6.55	8.13	5.4	Low
6.44	3.86	3.9	92	14.4	16	0.83	4.06	0.57	1.36	64.25	9.67	6.55	8.13	5.4	Low
6.44	2.86	2.9	22	10.04	13	0.43	4.06	0.57	1.36	54.25	3.67	6.55	8.13	5.4	Very Low
6.44	2.86	2.9	22	10.04	13	0.43	4.06	0.57	1.36	54.25	3.67	6.55	8.13	5.4	Very Low
6.45	2.6	5.75	313	30.76	279	0.53	8.59	0.67	5.46	89.37	6.41	13.8	2.35	24.31	Very High
6.45	2.6	5.75	313	30.76	279	0.53	8.59	0.67	5.46	89.37	6.41	13.8	2.35	24.31	Very High
6.45	2.6	5.75	313	30.76	279	0.53	8.59	0.67	5.46	89.37	6.41	13.8	2.35	24.31	Very High
6.45	3.34	2.72	22	18.55	53	0.36	6.89	0.22	1.76	73.87	5.56	8.1	11.65	7.94	Low
6.45	2.34	2.72	27	38.92	53	0.36	4.89	0.22	1.76	63.87	5.56	5.1	6.65	4.94	Low
6.45	2.98	4.55	24	12.95	23	0.2	2.45	0.44	1.57	74.89	13.01	11.61	4.12	8.46	Low
6.45	3.34	2.72	22	18.55	53	0.36	6.89	0.22	1.76	73.87	5.56	8.1	11.65	7.94	Low
6.45	2.34	2.72	27	38.92	53	0.36	4.89	0.22	1.76	63.87	5.56	5.1	6.65	4.94	Low
6.45	2.98	4.55	24	12.95	23	0.2	2.45	0.44	1.57	74.89	13.01	11.61	4.12	8.46	Low
6.45	3.34	2.72	22	18.55	53	0.36	6.89	0.22	1.76	73.87	5.56	8.1	11.65	7.94	Low
6.45	2.34	2.72	27	38.92	53	0.36	4.89	0.22	1.76	63.87	5.56	5.1	6.65	4.94	Low
6.45	2.98	2.55	14	9.05	13	0.22	2.45	0.44	1.57	74.89	13.01	11.61	4.12	8.46	Very Low
6.45	3.34	1.72	22	8.55	53	0.36	6.89	0.22	1.76	43.87	5.56	8.1	2.65	5.44	Very Low
6.45	2.34	1.72	17	18.62	53	0.36	2.89	0.22	1.76	53.87	5.56	5.1	6.65	4.94	Very Low
6.45	2.98	2.55	14	9.05	13	0.22	2.45	0.44	1.57	74.89	13.01	11.61	4.12	8.46	Very Low
6.47	1.98	2.5	484	23.88	315	0.58	8.54	0.32	1.73	92.78	14.81	11.47	8.74	10.55	Very High
6.47	1.98	2.5	484	23.88	315	0.58	8.54	0.32	1.73	92.78	14.81	11.47	8.74	10.55	Very High
6.47	9.2	2.18	337	38.4	285	0.86	5.93	0.23	6.51	84.8	18.7	6.7	11.4	21.7	Very High
6.48	2.67	3.95	236	28.19	233	0.99	5.14	0.79	1.47	96.27	17.92	8.2	11.45	10.77	High
6.49	2.43	5.37	424	38.89	352	1.86	6.37	0.99	3.74	83	14.82	14.82	9.8	4.01	Very High
6.49	2.43	5.37	424	38.89	352	1.86	6.37	0.99	3.74	83	14.82	14.82	9.8	4.01	Very High
6.5	5.08	3.13	342	41	312	0.34	8.3	0.25	8.6	87.5	6.7	5.8	4.8	10.76	Very High
6.5	5.08	3.13	342	41	312	0.34	8.3	0.25	8.6	87.5	6.7	5.8	4.8	10.76	Very High
6.5	5.08	3.13	342	41	312	0.34	8.3	0.25	8.6	87.5	6.7	5.8	4.8	10.76	Very High
6.5	2.8	3.05	35	9.55	74	0.72	2.59	0.34	2.31	68.76	4.47	8.94	3.6	3.82	Low
6.5	2.8	3.05	35	9.55	74	0.72	2.59	0.34	2.31	68.76	4.47	8.94	3.6	3.82	Low
6.5	2.8	3.05	35	9.55	74	0.72	2.59	0.34	2.31	68.76	4.47	8.94	3.6	3.82	Low
6.5	2.8	1.05	15	9.55	24	0.72	2.59	0.34	2.31	58.76	4.47	8.94	3.6	3.82	Very Low
6.5	2.8	1.05	15	9.55	24	0.72	2.59	0.34	2.31	58.76	4.47	8.94	3.6	3.82	Very Low
6.5	3.77	5.79	329	17.98	249	0.82	5.44	0.55	1.25	83.47	4.84	12.55	12.86	9.33	High
6.5	3.77	5.79	329	17.98	249	0.82	5.44	0.55	1.25	83.47	4.84	12.55	12.86	9.33	High
6.5	3.77	5.79	329	17.98	249	0.82	5.44	0.55	1.25	83.47	4.84	12.55	12.86	9.33	High
6.51	3.77	4.12	324	13.98	170	1.8	4.07	0.92	3.23	87.95	4.35	7.57	12.9	20.23	Very High
6.51	1.46	2.05	337	54.09	245	1.66	5.62	0.64	1.84	92.56	8.03	8.03	13.14	22.77	Very High
6.51	3.77	4.12	324	13.98	170	1.8	4.07	0.92	3.23	87.95	4.35	7.57	12.9	20.23	Very High
6.51	1.46	2.05	337	54.09	245	1.66	5.62	0.64	1.84	92.56	8.03	8.03	13.14	22.77	Very High
6.51	3.77	4.12	324	13.98	170	1.8	4.07	0.92	3.23	87.95	4.35	7.57	12.9	20.23	Very High
6.51	3.61	4.53	22	10.98	20	0.51	2.21	0.72	4.24	73	7.44	4.61	6.72	3.92	Low
6.51	3.61	4.53	22	10.98	20	0.51	2.21	0.72	4.24	73	7.44	4.61	6.72	3.92	Low
6.51	1.41	2.53	12	10.58	20	0.51	2.21	0.72	4.24	73	7.44	4.61	6.72	3.92	Very Low
6.51	1.54	2.23	215	36.5	223	0.12	6.42	0.94	6.46	96.44	15.7	8.79	15.65	6.47	High
6.51	1.54	2.23	215	36.5	223	0.12	6.42	0.94	6.46	96.44	15.7	8.79	15.65	6.47	High
6.52	2.76	6.97	36	16.32	26	0.6	4	0.43	2.62	69.89	3.39	7.56	6.29	6.69	Low
6.52	2.76	6.97	36	16.32	26	0.6	4	0.43	2.62	69.89	3.39	7.56	6.29	6.69	Low
6.52	2.76	2.47	26	6.32	16	0.16	4	0.43	2.62	69.89	3.39	7.56	6.29	6.69	Very Low
6.54	1.07	4.59	472	27.25	126	1.78	8.06	0.34	2.77	98.86	9.53	9.53	6.12	23.52	Very High
6.54	1.07	4.59	472	27.25	126	1.78	8.06	0.34	2.77	98.86	9.53	9.53	6.12	23.52	Very High
6.55	0.67	2.71	327	40.78	344	0.96	9.01	0.65	1.33	85.24	11.63	11.63	6.29	17.58	Very High
6.55	0.67	2.71	327	40.78	344	0.96	9.01	0.65	1.33	85.24	11.63	11.63	6.29	17.58	Very High
6.56	2.49	7.6	499	39.67	146	1.02	7.93	0.78	3.96	89.81	9.68	9.68	11.78	20.42	Very High
6.56	2.49	7.6	499	39.67	146	1.02	7.93	0.78	3.96	89.81	9.68	9.68	11.78	20.42	Very High
6.56	0.95	1.58	11	22.8	11	0.95	7.5	0.32	2.47	66.11	9.47	6.68	8.21	5.9	Low
6.56	0.95	1.58	11	22.8	11	0.95	7.5	0.32	2.47	66.11	9.47	6.68	8.21	5.9	Low
6.56	0.95	1.58	11	22.8	11	0.95	7.5	0.32	2.47	66.11	9.47	6.68	8.21	5.9	Low
6.56	0.95	1.58	11	22.8	11	0.25	7.5	0.32	2.47	56.11	9.47	6.68	8.21	5.9	Very Low
6.56	0.95	1.58	11	22.8	11	0.25	7.5	0.32	2.47	56.11	9.47	6.68	8.21	5.9	Very Low
6.56	4.19	3.04	276	21.93	261	1.29	5.21	0.69	1.12	72.39	5.66	9.68	10.69	11.2	High
6.56	4.19	3.04	276	21.93	261	1.29	5.21	0.69	1.12	72.39	5.66	9.68	10.69	11.2	High
6.56	4.19	3.04	276	21.93	261	1.29	5.21	0.69	1.12	72.39	5.66	9.68	10.69	11.2	High
6.57	4.61	2.68	297	40.01	310	1.16	8.95	0.97	6.39	72.75	4.6	12.39	3.02	11.01	Very High
6.57	4.61	2.68	297	40.01	310	1.16	8.95	0.97	6.39	72.75	4.6	12.39	3.02	11.01	Very High
6.57	1.83	2.45	13	14.38	41	0.92	2.23	0.45	3.92	68.23	16.94	8.68	6.76	4.63	Low
6.57	1.83	2.45	13	14.38	41	0.92	2.23	0.45	3.92	68.23	16.94	8.68	6.76	4.63	Low
6.57	1.83	2.45	13	14.38	41	0.92	2.23	0.45	3.92	68.23	16.94	8.68	6.76	4.63	Low
6.57	1.83	0.45	13	4.38	21	0.92	2.23	0.45	3.92	48.23	6.94	6.48	6.76	4.63	Very Low
6.57	1.83	0.45	13	4.38	21	0.92	2.23	0.45	3.92	48.23	6.94	6.48	6.76	4.63	Very Low
6.58	2.68	1.53	19	12.09	15	0.53	4.24	0.42	5.33	69.1	8.16	8.88	9.39	9.14	Low
6.58	2.68	1.53	19	12.09	15	0.53	4.24	0.42	5.33	69.1	8.16	8.88	9.39	9.14	Low
6.58	2.68	1.53	19	12.09	15	0.53	4.24	0.42	5.33	69.1	8.16	8.88	9.39	9.14	Low
6.58	2.68	1.53	15	8.23	14	0.53	4.24	0.42	3.22	59.21	6.16	5.78	5.39	8.14	Very Low
6.58	2.68	1.53	15	8.23	14	0.53	4.24	0.42	3.22	59.21	6.16	5.78	5.39	8.14	Very Low
6.59	3.22	2.15	13	14.26	74	0.46	3.29	0.67	4.36	64.39	6.16	8.56	6.21	8.82	Low
6.59	3.22	2.15	13	14.26	74	0.46	3.29	0.67	4.36	64.39	6.16	8.56	6.21	8.82	Low
6.59	3.22	2.15	13	14.26	74	0.46	3.29	0.67	4.36	64.39	6.16	8.56	6.21	8.82	Low
6.59	3.22	2.15	13	8.26	14	0.46	3.29	0.67	4.36	54.39	6.16	6.56	6.21	5.82	Very Low
6.59	3.22	2.15	13	8.26	14	0.46	3.29	0.67	4.36	54.39	6.16	6.56	6.21	5.82	Very Low
6.59	4.98	4.9	207	24.05	208	0.53	3.6	0.98	4.71	82	4.78	8.39	6.99	8.15	High
6.6	2.18	6.94	414	46.13	310	1.55	7.3	0.35	1.55	71.88	10.23	10.44	11.39	16.37	Very High
6.6	2.18	6.94	414	46.13	310	1.55	7.3	0.35	1.55	71.88	10.23	10.44	11.39	16.37	Very High
6.6	2.18	6.94	414	46.13	310	1.55	7.3	0.35	1.55	71.88	10.23	10.44	11.39	16.37	Very High
6.6	1.05	0.72	35	11.76	10	0.53	6.14	0.56	5.34	65.36	6.01	11.74	7.05	13.67	Low
6.6	1.05	0.72	35	11.76	10	0.53	6.14	0.56	5.34	65.36	6.01	11.74	7.05	13.67	Low
6.6	1.05	0.72	25	11.76	10	0.53	4.14	0.56	5.34	55.36	6.01	8.74	7.05	5.47	Very Low
6.6	1.05	0.72	25	11.76	10	0.53	4.14	0.56	5.34	55.36	6.01	8.74	7.05	5.47	Very Low
6.6	0.89	4.59	149	45.84	237	1.18	2.12	0.29	2.79	96.75	6.73	14.92	18.99	19.79	High
6.6	1.05	0.72	135	51.76	110	0.53	8.14	0.56	5.34	95.36	6.01	11.74	7.05	13.67	Moderate
6.6	1.05	0.72	135	51.76	110	0.53	8.14	0.56	5.34	95.36	6.01	11.74	7.05	13.67	Moderate
6.6	1.05	0.72	135	51.76	110	0.53	8.14	0.56	5.34	95.36	6.01	11.74	7.05	13.67	Moderate
6.6	1.05	0.72	135	51.76	110	0.53	8.14	0.56	5.34	95.36	6.01	11.74	7.05	13.67	Moderate
6.61	3.58	1.04	355	15.63	389	0.93	6.34	0.65	3.86	92.43	11.17	11.17	3.42	15.08	Very High
6.61	3.58	1.04	355	15.63	389	0.93	6.34	0.65	3.86	92.43	11.17	11.17	3.42	15.08	Very High
6.62	2.92	0.95	53	25.76	78	0.38	2.77	0.46	2.19	35.13	5.32	6.99	4.3	4.62	Low
6.62	0.71	3.63	37	19.03	44	0.88	3.45	0.82	1.23	98.59	3.45	8.04	3.54	9.35	Low
6.62	2.92	0.95	53	25.76	78	0.38	2.77	0.46	2.19	35.13	5.32	6.99	4.3	4.62	Low
6.62	0.71	3.63	37	19.03	44	0.88	3.45	0.82	1.23	98.59	3.45	8.04	3.54	9.35	Low
6.62	2.92	0.95	53	25.76	78	0.38	2.77	0.46	2.19	35.13	5.32	6.99	4.3	4.62	Low
6.62	0.71	1.63	27	9.03	14	0.78	3.45	0.82	1.23	58.59	3.45	8.04	3.54	9.35	Very Low
6.62	2.92	0.55	23	5.16	18	0.38	2.77	0.46	2.19	50.13	5.32	6.99	4.3	4.62	Very Low
6.62	0.71	1.63	27	9.03	14	0.78	3.45	0.82	1.23	58.59	3.45	8.04	3.54	9.35	Very Low
6.62	2.92	0.55	23	5.16	18	0.38	2.77	0.46	2.19	50.13	5.32	6.99	4.3	4.62	Very Low
6.62	3.79	1.35	191	10.6	145	1.15	4.03	0.9	1.14	75.63	3.56	14.74	5.4	9.58	Moderate
6.62	0.71	3.63	375	29.03	144	1.88	3.45	0.82	1.23	98.59	3.45	13.04	2.94	10.01	Moderate
6.62	0.71	3.63	375	29.03	144	1.88	3.45	0.82	1.23	98.59	3.45	13.04	2.94	10.01	Moderate
6.62	3.79	1.35	191	10.6	145	1.15	4.03	0.9	1.14	75.63	3.56	14.74	5.4	9.58	Moderate
6.62	0.71	3.63	375	29.03	144	1.88	3.45	0.82	1.23	98.59	3.45	13.04	2.94	10.01	Moderate
6.62	0.71	3.63	375	29.03	144	1.88	3.45	0.82	1.23	98.59	3.45	13.04	2.94	10.01	Moderate
6.63	2.31	2.51	290	18.26	346	1.18	3.8	0.74	3.64	87.08	13.17	13.17	12.14	18.54	Very High
6.63	4.75	4.39	345	14.78	220	1.64	2.41	0.24	7.28	92.13	16.51	7.28	12.16	16.48	Very High
6.63	2.31	2.51	290	18.26	346	1.18	3.8	0.74	3.64	87.08	13.17	13.17	12.14	18.54	Very High
6.63	4.75	4.39	345	14.78	220	1.64	2.41	0.24	7.28	92.13	16.51	7.28	12.16	16.48	Very High
6.63	0.69	1.35	150	16.47	199	0.61	2.41	0.83	4.21	78.02	15.48	7.6	5.02	17.84	Moderate
6.63	0.69	1.35	150	16.47	199	0.61	2.41	0.83	4.21	78.02	15.48	7.6	5.02	17.84	Moderate
6.64	1.13	4.38	52	18.03	48	0.76	4.57	0.99	2.02	67.81	8.34	11.2	6.93	9.32	Low
6.64	1.13	4.38	52	18.03	48	0.76	4.57	0.99	2.02	67.81	8.34	11.2	6.93	9.32	Low
6.64	1.13	1.38	22	8.03	28	0.76	4.57	0.99	2.02	57.81	8.34	7.23	6.93	2.32	Very Low
6.64	1.13	1.38	22	8.03	28	0.76	4.57	0.99	2.02	57.81	8.34	7.23	6.93	2.32	Very Low
6.66	1.64	1.11	25	16.8	66	0.83	3.51	0.72	1.32	68.5	8.04	7.37	5.88	6.94	Low
6.66	1.64	1.11	25	16.8	66	0.83	3.51	0.72	1.32	68.5	8.04	7.37	5.88	6.94	Low
6.66	1.64	1.11	25	16.8	66	0.83	3.51	0.72	1.32	68.5	8.04	7.37	5.88	6.94	Low
6.66	1.64	1.11	25	9.8	26	0.43	3.51	0.52	1.32	58.5	8.04	7.37	5.88	6.94	Very Low
6.66	1.64	1.11	25	9.8	26	0.43	3.51	0.52	1.32	58.5	8.04	7.37	5.88	6.94	Very Low
6.66	2.67	2.61	343	12.34	247	1.11	2.22	0.6	1.64	70	6.88	8.86	5.82	12.54	High
6.67	0.74	4.73	331	26.35	304	0.89	9.91	0.33	2.2	76.59	10.56	10.56	6.32	23.14	Very High
6.67	0.74	4.73	331	26.35	304	0.89	9.91	0.33	2.2	76.59	10.56	10.56	6.32	23.14	Very High
6.7	2.12	5.94	19	14.95	11	0.44	3.62	0.62	1.54	99.71	7.4	6.91	7.22	6.21	Low
6.7	2.12	5.94	19	14.95	11	0.44	3.62	0.62	1.54	99.71	7.4	6.91	7.22	6.21	Low
6.7	2.12	3.94	15	14.95	11	0.44	3.62	0.62	1.54	57.71	7.4	6.91	7.22	4.21	Very Low
6.7	3.15	0.99	137	48.33	103	1.57	4.42	0.27	5.51	92.01	7.14	6.63	12.2	10.66	Moderate
6.7	2.12	5.94	129	34.95	191	0.44	3.62	0.62	1.54	99.71	7.4	6.91	7.22	6.21	Moderate
6.7	2.12	5.94	129	34.95	191	0.44	3.62	0.62	1.54	99.71	7.4	6.91	7.22	6.21	Moderate
6.7	3.15	0.99	137	48.33	103	1.57	4.42	0.27	5.51	92.01	7.14	6.63	12.2	10.66	Moderate
6.7	2.12	5.94	129	34.95	191	0.44	3.62	0.62	1.54	99.71	7.4	6.91	7.22	6.21	Moderate
6.7	2.12	5.94	129	34.95	191	0.44	3.62	0.62	1.54	99.71	7.4	6.91	7.22	6.21	Moderate
6.7	3.15	0.99	137	48.33	103	1.57	4.42	0.27	5.51	92.01	7.14	6.63	12.2	10.66	Moderate
6.72	1.17	3.08	177	20.35	113	1.09	7.63	0.55	4.88	83.39	11.57	11.57	14.36	13.22	Very High
6.72	2.96	5.62	467	46.63	132	1	2.73	0.54	1.65	79.94	4.15	13.32	17.41	22.19	Very High
6.72	1.75	2.43	377	52.83	198	1.74	2.61	0.72	7.98	85.7	8.21	10.51	17.37	8.17	Very High
6.72	1.17	3.08	177	20.35	113	1.09	7.63	0.55	4.88	83.39	11.57	11.57	14.36	13.22	Very High
6.72	2.96	5.62	467	46.63	132	1	2.73	0.54	1.65	79.94	4.15	13.32	17.41	22.19	Very High
6.72	1.75	2.43	377	52.83	198	1.74	2.61	0.72	7.98	85.7	8.21	10.51	17.37	8.17	Very High
6.73	2.89	3.71	28	10.75	17	0.18	2.44	0.75	1.68	66.49	15.82	12.66	3.43	9.35	Low
6.73	2.89	3.71	28	10.75	17	0.18	2.44	0.75	1.68	66.49	15.82	12.66	3.43	9.35	Low
6.73	2.89	1.71	18	9.75	17	0.18	2.44	0.75	1.68	46.49	15.82	12.66	3.43	9.35	Very Low
6.73	2.89	3.71	128	20.97	197	0.18	2.44	0.75	1.68	96.49	15.82	12.66	3.43	11.35	Moderate
6.73	2.89	3.71	128	20.97	197	0.18	2.44	0.75	1.68	96.49	15.82	12.66	3.43	11.35	Moderate
6.74	4.12	0.69	451	17.22	182	1.22	5.26	0.76	2.44	85.01	14.75	14.29	12.11	11.13	Very High
6.74	4.12	0.69	451	17.22	182	1.22	5.26	0.76	2.44	85.01	14.75	14.29	12.11	11.13	Very High
6.74	1.84	5.24	234	20.72	338	0.23	4.85	0.47	6.6	85.17	13.38	8.06	9.08	11.54	High
6.74	1.84	5.24	234	20.72	338	0.23	4.85	0.47	6.6	85.17	13.38	8.06	9.08	11.54	High
6.74	2.13	0.9	252	16.06	121	1.83	6.99	0.33	1.72	70.85	10.05	8.67	17.05	8.01	Moderate
6.74	2.13	0.9	252	16.06	121	1.83	6.99	0.33	1.72	70.85	10.05	8.67	17.05	8.01	Moderate
6.74	2.13	0.9	252	16.06	121	1.83	6.99	0.33	1.72	70.85	10.05	8.67	17.05	8.01	Moderate
6.78	0.55	6.67	462	39.17	327	0.25	7.76	0.28	6.73	94.32	14.25	11.89	7.3	7.43	Very High
6.78	0.55	6.67	462	39.17	327	0.25	7.76	0.28	6.73	94.32	14.25	11.89	7.3	7.43	Very High
6.78	1.94	0.88	436	16.18	135	0.63	8.1	0.64	5.33	77.24	17.67	12.28	6.74	4.79	High
6.78	1.94	0.88	436	16.18	135	0.63	8.1	0.64	5.33	77.24	17.67	12.28	6.74	4.79	High
6.78	1.94	0.88	436	16.18	135	0.63	8.1	0.64	5.33	77.24	17.67	12.28	6.74	4.79	High
6.79	1.88	3.06	403	43.96	332	1.58	3.86	0.52	2.82	91.57	10.21	10.21	7.74	3.08	Very High
6.79	1.88	3.06	403	43.96	332	1.58	3.86	0.52	2.82	91.57	10.21	10.21	7.74	3.08	Very High
6.79	1.34	2.54	98	14.63	77	0.14	8.68	0.34	7.58	63.5	14.16	13.97	2.29	7.77	Low
6.79	1.34	2.54	98	14.63	77	0.14	8.68	0.34	7.58	63.5	14.16	13.97	2.29	7.77	Low
6.79	1.34	2.54	28	14.63	27	0.14	5.68	0.34	7.58	63.5	14.16	5.65	2.29	4.77	Very Low
6.79	1.34	2.54	28	14.63	27	0.14	5.68	0.34	7.58	63.5	14.16	5.65	2.29	4.77	Very Low
6.79	1.34	2.54	198	14.63	177	0.14	8.68	0.34	7.58	83.5	14.16	13.97	2.29	17.77	Moderate
6.79	1.34	2.54	198	14.63	177	0.14	8.68	0.34	7.58	83.5	14.16	13.97	2.29	17.77	Moderate
6.8	3.79	4.27	48	18.3	14	0.56	2.32	0.87	4.98	66.39	4.01	6.99	4.83	4.41	Low
6.8	3.79	4.27	48	18.3	14	0.56	2.32	0.87	4.98	66.39	4.01	6.99	4.83	4.41	Low
6.8	3.79	4.27	48	18.3	14	0.56	2.32	0.87	4.98	66.39	4.01	6.99	4.83	4.41	Low
6.8	3.79	2.27	8	8.3	14	0.56	2.32	0.87	4.98	66.39	4.01	6.99	4.83	4.41	Very Low
6.8	3.79	2.27	8	8.3	14	0.56	2.32	0.87	4.98	66.39	4.01	6.99	4.83	4.41	Very Low
6.81	1.26	2.99	493	25.49	321	0.91	6.98	0.95	2	89.25	8.46	8.46	10.73	5.82	Very High
6.81	4.66	1.86	230	57.16	198	0.89	6.75	0.56	5.65	71.95	14.01	14.27	3.6	10.65	Very High
6.81	1.26	2.99	493	25.49	321	0.91	6.98	0.95	2	89.25	8.46	8.46	10.73	5.82	Very High
6.81	4.66	1.86	230	57.16	198	0.89	6.75	0.56	5.65	71.95	14.01	14.27	3.6	10.65	Very High
6.82	2.74	0.93	246	33	130	1.89	8.28	0.93	3.73	98.87	14.62	14.62	3.79	22.73	Very High
